year,mo,da,temp,min,max,prcp
2018,05,01,81.3,76.1,85.1,0.83
2018,03,01,83.6,81.0,85.1,0.0
2018,06,01,86.2,83.5,89.2,0.0
2018,07,01,86.6,83.3,89.6,0.0
2018,10,01,83.5,76.6,90.3,0.19
2018,06,01,88.8,82.2,93.0,0.0
2018,02,01,85.5,77.0,90.5,0.0
2018,01,01,82.4,71.6,90.9,0.0
2018,10,01,84.3,75.6,91.6,0.05
2018,12,01,88.7,75.7,94.1,0.0
2018,11,01,83.7,73.9,90.0,0.0
2018,05,01,82.6,75.7,90.0,1.38
2018,04,01,80.5,75.2,84.2,1.02
2018,03,01,86.6,77.7,94.6,0.0
2018,09,01,87.7,75.2,97.3,0.06
2018,12,01,86.7,79.7,90.5,0.0
2018,04,01,81.0,78.1,86.9,0.11
2018,04,01,84.7,81.5,87.8,0.0
2018,08,01,87.0,79.2,92.3,0.0
2018,02,01,83.2,76.6,89.1,6.0
2018,05,01,82.3,77.9,84.2,0.91
2018,12,01,84.9,80.6,87.8,0.0
2018,07,01,87.5,77.9,94.1,0.02
2018,08,01,85.4,82.4,86.9,0.09
2018,11,01,81.8,77.2,85.3,0.0
2018,11,01,83.1,68.2,88.5,0.0
2018,01,01,78.8,74.1,83.3,0.0
2018,10,01,84.6,78.3,93.2,0.62
2018,09,01,86.1,77.9,91.8,0.07
2018,01,01,81.5,70.2,86.7,0.0
2018,08,01,83.7,79.3,87.4,0.0
2018,02,01,81.0,78.3,84.2,0.0
2018,07,01,88.6,77.4,95.5,0.79
2018,03,01,86.1,79.9,91.0,0.0
2018,02,01,83.6,77.0,88.3,99.99
2018,06,01,86.0,78.1,93.7,0.0
2018,03,01,83.6,78.4,89.6,0.0
2018,05,01,82.1,76.1,90.5,0.06
2018,07,01,85.2,76.6,94.6,0.01
2018,12,01,76.7,68.0,88.9,0.0
2018,05,01,77.8,70.7,82.4,0.67
2018,07,01,83.1,73.8,88.5,0.0
2018,01,01,75.3,63.7,87.1,0.0
2018,05,01,78.4,73.0,89.6,1.74
2018,03,01,78.5,66.2,96.8,0.0
2018,06,01,84.0,77.0,91.9,0.01
2018,02,01,82.5,78.6,88.2,99.99
2018,12,01,79.7,76.1,91.4,2.02
2018,08,01,80.4,73.0,88.2,0.47
2018,03,01,77.5,57.7,95.4,0.0
2018,08,01,81.8,75.2,91.2,0.36
2018,05,01,81.0,75.2,86.5,0.21
2018,05,01,81.7,75.2,88.0,0.59
2018,08,01,78.5,75.2,82.4,0.74
2018,09,01,79.8,72.9,85.1,0.16
2018,04,01,80.8,73.4,90.1,99.99
2018,08,01,83.3,75.2,90.5,0.04
2018,09,01,83.0,73.4,91.4,0.0
2018,08,01,82.3,73.4,93.2,0.15
2018,04,01,81.1,69.8,92.3,0.0
2018,11,01,78.0,68.2,88.9,0.0
2018,05,01,82.1,75.6,87.4,0.43
2018,12,01,79.6,70.5,88.7,0.0
2018,04,01,80.8,71.1,90.9,0.0
2018,01,01,73.2,63.5,84.6,0.0
2018,04,01,77.7,69.8,88.7,0.0
2018,03,01,82.8,77.4,84.2,0.0
2018,03,01,85.5,74.1,97.5,0.0
2018,04,01,81.4,76.1,90.1,0.0
2018,11,01,81.9,72.7,88.3,0.0
2018,03,01,83.9,76.5,92.1,0.0
2018,01,01,74.5,64.4,89.6,0.0
2018,11,01,75.5,66.2,86.9,0.0
2018,07,01,85.7,75.6,96.4,0.0
2018,07,01,85.5,78.4,93.2,0.0
2018,02,01,73.5,67.1,82.0,0.0
2018,03,01,83.4,74.3,95.7,0.0
2018,05,01,80.4,75.9,83.8,0.09
2018,10,01,82.9,76.1,91.0,0.32
2018,08,01,80.8,73.4,87.8,0.0
2018,12,01,83.9,73.8,94.1,0.0
2018,04,01,84.4,76.5,95.9,0.0
2018,01,01,74.3,67.1,84.0,0.0
2018,05,01,82.2,74.3,92.1,0.3
2018,01,01,79.7,70.3,88.7,0.0
2018,08,01,81.2,75.2,90.7,0.03
2018,01,01,75.1,70.0,84.9,0.0
2018,08,01,86.0,79.7,95.9,0.0
2018,07,01,85.4,76.1,94.5,0.0
2018,07,01,87.1,76.3,96.3,0.0
2018,02,01,80.6,75.7,87.4,0.0
2018,06,01,86.1,80.2,91.8,0.01
2018,12,01,80.7,70.7,90.9,0.0
2018,11,01,85.4,77.9,93.2,0.0
2018,09,01,84.4,75.2,93.4,0.01
2018,07,01,85.7,83.7,89.1,0.0
2018,03,01,85.6,74.3,98.2,0.0
2018,09,01,82.6,76.1,92.5,0.0
2018,11,01,80.4,73.0,87.4,0.0
2018,02,01,81.8,75.9,87.8,0.08
2018,08,01,85.1,82.4,89.6,0.0
2018,04,01,81.8,74.1,93.2,0.0
2018,07,01,84.7,72.5,94.8,0.0
2018,11,01,79.8,74.1,86.9,0.0
2018,11,01,76.1,64.8,86.9,0.0
2018,05,01,81.5,75.2,89.6,1.3
2018,10,01,81.2,73.8,89.6,0.0
2018,11,01,74.1,60.8,86.9,0.0
2018,09,01,84.2,76.1,91.9,0.0
2018,06,01,86.7,76.1,97.9,0.0
2018,01,01,71.4,61.3,83.5,0.0
2018,05,01,82.2,75.9,93.2,0.6
2018,12,01,80.7,72.1,91.9,0.0
2018,05,01,80.8,74.8,86.2,1.84
2018,07,01,84.2,74.1,95.2,0.0
2018,04,01,81.3,69.6,93.6,0.02
2018,03,01,82.6,77.0,88.7,0.0
2018,11,01,75.5,66.2,84.9,0.0
2018,09,01,84.0,77.0,88.2,0.02
2018,08,01,85.3,78.3,92.3,0.0
2018,06,01,80.4,75.4,92.1,0.09
2018,04,01,83.9,76.5,93.4,0.0
2018,06,01,83.9,74.3,95.0,0.0
2018,10,01,79.5,73.4,86.7,0.54
2018,07,01,82.0,74.1,89.8,0.0
2018,04,01,80.2,76.8,85.1,0.09
2018,03,01,82.7,77.0,88.2,0.0
2018,10,01,65.5,61.7,69.8,1.86
2018,03,01,81.4,74.5,89.8,0.0
2018,09,01,82.1,76.3,87.8,0.0
2018,07,01,86.3,78.8,94.1,0.0
2018,11,01,82.6,68.0,92.3,0.0
2018,05,01,83.1,75.6,93.4,0.08
2018,10,01,84.6,75.0,92.1,0.0
2018,12,01,82.3,71.1,93.6,0.0
2018,05,01,79.9,74.7,89.6,0.56
2018,01,01,76.9,68.5,86.2,0.0
2018,04,01,81.7,76.1,95.0,0.42
2018,09,01,84.4,77.7,93.0,0.01
2018,09,01,84.0,72.7,92.5,0.01
2018,08,01,79.9,74.7,86.0,0.05
2018,05,01,80.4,75.6,84.6,0.36
2018,06,01,84.9,77.5,94.3,0.0
2018,03,01,84.5,74.1,96.1,0.0
2018,04,01,78.5,70.7,89.6,0.11
2018,11,01,71.9,61.0,87.1,0.0
2018,03,01,78.6,66.2,96.8,0.0
2018,09,01,85.0,78.4,96.3,0.0
2018,07,01,82.2,74.8,91.4,0.0
2018,05,01,79.3,75.6,88.7,0.38
2018,11,01,77.0,66.2,87.8,0.0
2018,11,01,80.2,72.0,87.8,0.0
2018,08,01,81.7,76.1,87.1,0.02
2018,01,01,71.2,63.7,81.9,0.0
2018,11,01,75.4,63.9,86.9,0.0
2018,09,01,82.3,74.3,90.5,0.0
2018,03,01,83.2,71.8,95.9,0.0
2018,08,01,82.8,78.8,85.1,0.91
2018,05,01,83.8,76.6,87.4,0.17
2018,10,01,84.2,78.3,92.1,0.01
2018,10,01,81.8,74.5,90.9,0.0
2018,10,01,83.0,77.0,92.1,0.02
2018,10,01,80.0,77.0,89.6,0.52
2018,09,01,83.5,75.9,91.4,0.27
2018,09,01,82.0,72.5,93.2,0.0
2018,08,01,84.5,76.6,93.6,0.09
2018,09,01,79.1,73.8,86.4,0.22
2018,05,01,84.6,74.3,94.1,0.38
2018,02,01,75.2,68.9,84.9,0.0
2018,12,01,80.8,71.8,90.9,0.0
2018,12,01,82.5,75.2,91.6,0.0
2018,10,01,82.8,75.2,91.4,0.0
2018,01,01,78.0,70.7,89.4,0.0
2018,07,01,83.1,74.8,93.7,0.0
2018,01,01,77.6,74.3,83.7,0.44
2018,11,01,80.5,72.3,88.7,0.0
2018,01,01,78.8,68.9,91.4,0.0
2018,10,01,84.3,76.8,94.3,0.0
2018,12,01,81.0,75.9,88.5,0.83
2018,01,01,76.7,68.0,86.0,0.0
2018,05,01,82.6,76.5,92.1,0.24
2018,02,01,76.0,68.4,84.6,0.0
2018,09,01,66.2,63.0,68.5,0.19
2018,07,01,82.2,74.1,92.5,0.3
2018,09,01,82.8,75.9,89.4,0.02
2018,02,01,66.5,61.2,74.7,0.0
2018,09,01,82.9,76.3,91.0,0.05
2018,11,01,77.8,68.0,88.0,0.0
2018,03,01,82.7,72.9,98.2,0.0
2018,06,01,79.5,73.0,91.4,0.8
2018,10,01,83.7,76.1,92.3,0.0
2018,07,01,86.8,79.5,95.2,0.0
2018,06,01,81.5,75.2,90.5,1.41
2018,11,01,74.7,65.3,85.6,0.0
2018,10,01,82.8,73.0,93.2,0.25
2018,05,01,80.7,75.2,85.5,0.03
2018,09,01,82.1,76.1,91.0,0.33
2018,07,01,84.4,75.6,90.9,0.04
2018,12,01,84.0,73.9,95.4,0.0
2018,10,01,81.8,76.5,90.5,0.0
2018,01,01,78.7,70.5,85.5,0.0
2018,12,01,83.0,75.0,93.7,0.0
2018,10,01,84.4,77.2,93.2,0.0
2018,09,01,81.5,74.8,86.9,0.04
2018,05,01,81.5,75.7,90.9,0.08
2018,11,01,81.0,73.9,91.4,0.0
2018,05,01,79.6,71.1,90.7,0.99
2018,07,01,84.2,76.1,94.1,0.06
2018,06,01,81.3,74.5,93.0,0.0
2018,03,01,81.0,72.0,91.6,0.0
2018,02,01,78.8,71.4,88.0,0.0
2018,01,01,77.6,66.2,86.7,0.0
2018,04,01,79.8,72.5,88.7,0.0
2018,03,01,85.7,76.1,95.9,0.0
2018,08,01,82.8,78.3,89.6,0.0
2018,10,01,81.4,77.0,90.0,0.0
2018,12,01,82.9,72.5,92.8,0.0
2018,06,01,81.3,75.6,95.0,1.32
2018,03,01,86.2,76.5,96.4,0.0
2018,06,01,81.8,75.6,90.1,0.0
2018,03,01,80.8,72.9,92.3,0.0
2018,03,01,76.2,60.8,96.1,0.0
2018,07,01,84.6,76.1,96.4,0.45
2018,03,01,74.5,63.0,92.8,0.0
2018,02,01,72.9,66.9,81.9,0.0
2018,07,01,81.1,75.9,91.0,0.06
2018,01,01,76.1,69.4,84.4,0.0
2018,11,01,76.9,68.0,89.6,0.0
2018,02,01,64.4,55.8,71.2,0.0
2018,04,01,81.8,77.5,91.8,0.0
2018,06,01,81.5,75.6,86.4,0.0
2018,10,01,82.0,77.7,90.1,0.52
2018,03,01,81.8,74.7,91.0,0.0
2018,11,01,80.9,72.7,93.2,0.0
2018,05,01,80.7,75.2,94.6,0.66
2018,11,01,76.5,66.2,91.4,0.0
2018,06,01,77.8,73.6,88.7,0.68
2018,11,01,67.5,61.5,74.3,0.0
2018,12,01,82.2,72.5,94.1,0.0
2018,01,01,77.1,66.2,88.7,0.0
2018,02,01,76.6,75.2,80.2,0.2
2018,11,01,83.4,76.8,86.9,0.0
2018,02,01,69.8,61.7,81.1,0.0
2018,06,01,86.2,75.7,95.5,0.0
2018,06,01,83.1,77.0,94.6,0.01
2018,01,01,78.1,73.8,84.6,0.36
2018,09,01,85.0,77.2,91.6,0.11
2018,07,01,85.0,78.1,92.5,0.0
2018,08,01,82.7,77.0,90.7,0.12
2018,04,01,80.9,77.9,84.2,0.0
2018,08,01,80.7,76.3,87.1,0.27
2018,04,01,80.4,73.4,89.1,0.08
2018,03,01,85.1,78.1,95.4,0.0
2018,03,01,75.0,58.6,94.1,0.0
2018,02,01,77.6,72.0,87.4,0.02
2018,10,01,83.1,75.7,92.1,0.47
2018,05,01,83.5,76.6,91.6,0.0
2018,06,01,82.7,76.1,93.6,0.02
2018,09,01,84.5,77.0,94.5,0.0
2018,12,01,75.0,65.3,86.2,0.0
2018,09,01,78.8,73.4,92.5,0.3
2018,09,01,84.3,77.0,92.8,0.0
2018,08,01,83.5,76.5,89.8,0.21
2018,03,01,82.2,66.2,93.6,0.0
2018,04,01,83.1,77.9,88.7,0.0
2018,11,01,75.5,64.4,88.3,0.0
2018,11,01,74.8,64.4,89.2,0.0
2018,08,01,78.4,76.1,84.0,1.19
2018,11,01,81.7,68.0,87.6,0.0
2018,09,01,82.9,76.5,91.4,0.0
2018,10,01,82.7,74.3,93.9,0.65
2018,10,01,81.2,74.3,91.9,0.0
2018,01,01,72.4,58.8,82.4,0.0
2018,03,01,84.2,75.4,95.5,0.0
2018,04,01,82.1,75.2,91.9,0.0
2018,04,01,81.8,73.8,91.4,0.0
2018,12,01,83.3,75.2,94.1,0.0
2018,05,01,82.1,73.8,91.8,0.02
2018,06,01,84.8,79.2,95.0,0.0
2018,07,01,83.3,73.9,94.5,0.0
2018,12,01,77.3,68.9,87.8,0.0
2018,03,01,83.9,71.6,99.9,0.0
2018,11,01,76.7,68.0,86.0,0.0
2018,12,01,82.0,74.3,87.3,0.15
2018,01,01,71.8,65.1,83.3,0.0
2018,11,01,73.0,61.7,86.9,0.0
2018,03,01,82.6,70.0,98.6,0.0
2018,02,01,65.5,58.5,74.7,0.0
2018,09,01,80.2,74.3,89.6,0.01
2018,07,01,83.7,77.4,90.7,99.99
2018,08,01,83.5,77.4,87.8,0.18
2018,08,01,84.0,78.3,93.2,0.03
2018,06,01,83.4,76.3,93.6,0.0
2018,12,01,83.9,70.9,92.7,0.0
2018,02,01,65.9,53.6,82.4,0.0
2018,07,01,86.0,77.0,89.8,0.0
2018,08,01,80.8,73.4,90.1,0.06
2018,10,01,82.4,77.0,88.7,0.09
2018,04,01,78.6,68.4,90.5,0.0
2018,04,01,81.7,77.0,91.4,0.16
2018,07,01,82.0,75.7,94.1,0.26
2018,04,01,82.6,74.3,94.1,0.0
2018,06,01,77.3,74.1,86.4,0.89
2018,06,01,79.8,73.4,88.7,0.0
2018,08,01,84.7,79.5,89.8,0.0
2018,04,01,81.6,72.3,93.4,0.02
2018,03,01,80.9,74.1,93.7,0.01
2018,02,01,79.6,76.1,87.6,0.07
2018,10,01,79.9,75.9,90.3,0.1
2018,06,01,84.6,75.2,93.6,0.01
2018,12,01,80.8,71.2,91.2,0.0
2018,12,01,81.8,76.5,90.0,0.15
2018,02,01,84.1,76.3,92.3,0.11
2018,01,01,75.7,69.8,85.3,0.24
2018,04,01,82.0,75.2,91.9,0.02
2018,05,01,79.4,74.3,89.6,0.0
2018,12,01,81.7,71.6,91.0,0.0
2018,07,01,86.2,78.1,93.7,0.0
2018,01,01,75.8,67.3,83.5,0.0
2018,12,01,82.4,71.6,91.8,0.0
2018,01,01,81.9,76.1,91.4,0.03
2018,07,01,83.6,74.3,93.2,0.0
2018,04,01,78.9,74.1,93.2,0.08
2018,02,01,80.3,74.3,88.0,0.0
2018,04,01,79.5,69.8,94.1,0.07
2018,07,01,85.2,76.3,94.6,0.05
2018,03,01,85.4,76.1,97.7,0.0
2018,02,01,73.3,68.9,81.3,0.0
2018,08,01,83.2,77.0,92.3,0.03
2018,11,01,75.6,64.9,87.1,0.0
2018,09,01,84.3,75.0,98.2,0.31
2018,09,01,83.1,75.2,93.2,0.01
2018,10,01,83.1,75.2,93.6,99.99
2018,03,01,84.1,76.1,96.4,0.0
2018,06,01,82.4,76.5,93.2,0.05
2018,10,01,77.8,71.2,89.4,0.01
2018,08,01,77.8,76.1,80.6,1.05
2018,08,01,84.3,80.2,87.4,0.0
2018,05,01,79.5,72.7,87.8,0.0
2018,07,01,71.8,68.7,79.0,0.08
2018,06,01,84.2,77.4,93.6,0.0
2018,10,01,77.9,71.6,87.1,0.0
2018,02,01,65.7,61.5,72.3,0.0
2018,05,01,80.7,74.5,92.3,0.8
2018,02,01,60.5,53.4,70.7,0.0
2018,02,01,76.1,69.8,86.7,0.0
2018,04,01,66.7,61.5,72.5,0.04
2018,06,01,86.4,79.7,93.6,0.0
2018,03,01,76.9,63.1,93.6,0.0
2018,02,01,80.8,75.2,88.3,0.48
2018,12,01,83.4,72.5,93.7,0.0
2018,11,01,77.4,67.6,87.8,0.0
2018,12,01,80.3,70.0,94.3,0.0
2018,05,01,83.2,76.5,93.2,0.1
2018,03,01,81.8,68.2,94.6,0.01
2018,02,01,74.8,60.6,91.4,0.0
2018,07,01,84.5,75.9,94.1,0.66
2018,01,01,79.1,70.3,89.2,0.0
2018,11,01,81.3,74.5,91.4,0.0
2018,03,01,81.6,73.0,92.8,0.0
2018,08,01,79.2,74.8,84.7,0.46
2018,08,01,82.5,74.8,89.8,0.0
2018,06,01,85.8,77.9,93.9,0.28
2018,02,01,81.0,75.0,88.2,0.04
2018,07,01,81.7,74.5,90.0,0.16
2018,12,01,80.0,75.2,88.2,0.71
2018,11,01,76.9,67.1,87.1,0.0
2018,09,01,82.2,74.1,90.5,0.14
2018,06,01,80.2,75.2,91.6,0.09
2018,09,01,83.1,77.0,89.6,0.0
2018,05,01,79.2,72.5,90.9,0.02
2018,09,01,82.8,74.1,90.9,0.0
2018,04,01,81.4,74.5,91.8,0.46
2018,09,01,80.9,74.3,93.0,0.01
2018,05,01,78.1,73.0,90.3,0.17
2018,01,01,74.1,66.7,85.3,0.0
2018,01,01,79.7,76.1,83.8,0.05
2018,03,01,81.8,70.2,94.5,0.0
2018,06,01,84.1,77.7,93.6,0.0
2018,10,01,82.2,77.9,90.9,2.3
2018,10,01,84.7,76.5,93.7,0.3
2018,07,01,84.9,73.0,93.9,0.0
2018,03,01,82.5,70.7,95.9,0.0
2018,05,01,82.6,76.5,91.4,0.01
2018,04,01,83.6,70.2,94.1,0.0
2018,02,01,69.1,59.4,81.0,0.0
2018,10,01,78.8,71.2,88.0,0.9
2018,11,01,73.1,60.8,89.1,0.0
2018,02,01,80.9,70.7,90.0,0.0
2018,02,01,67.8,56.5,80.2,0.0
2018,05,01,81.0,71.6,91.8,0.92
2018,06,01,81.0,76.6,92.7,0.06
2018,08,01,81.3,76.5,89.8,0.0
2018,09,01,78.8,72.9,87.1,0.01
2018,12,01,76.6,65.3,89.6,0.0
2018,02,01,66.4,62.1,75.2,0.0
2018,06,01,79.9,72.0,92.5,0.08
2018,10,01,83.3,75.6,95.4,0.0
2018,01,01,72.7,60.8,85.1,0.0
2018,05,01,79.9,76.1,88.7,0.79
2018,07,01,83.3,74.3,92.7,0.0
