traffic,precip,temp_f,day,mo,year,hr,min
1.05,0.0,28.5,3,1,2018,0,45
1.233333333,0.0,28.5,3,1,2018,1,45
1.233333333,0.0,28.5,3,1,2018,2,45
1.316666667,0.0,28.5,3,1,2018,3,45
0.916666667,0.0,28.5,3,1,2018,4,50
1.941666667,0.0,28.5,3,1,2018,6,5
4.458333333,0.0,28.5,3,1,2018,7,5
5.841666667,0.0,28.5,3,1,2018,8,20
5.675,0.0,28.5,3,1,2018,9,25
5.375,0.0,28.5,3,1,2018,10,35
5.175,0.0,28.5,3,1,2018,11,50
4.7,0.0,28.5,3,1,2018,13,15
4.783333333,0.0,28.5,3,1,2018,14,20
5.041666667,0.0,28.5,3,1,2018,15,30
5.308333333,0.0,28.5,3,1,2018,16,35
6.1,0.0,28.5,3,1,2018,17,35
6.525,0.0,28.5,3,1,2018,19,5
5.416666667,0.0,28.5,3,1,2018,20,15
4.366666667,0.0,28.5,3,1,2018,21,20
3.008333333,0.0,28.5,3,1,2018,22,25
1.141666667,0.0,28.5,3,1,2018,23,25
1.333333333,0.0,28.88888888888889,4,1,2018,0,35
1.266666667,0.0,28.88888888888889,4,1,2018,1,35
0.833333333,0.0,28.88888888888889,4,1,2018,2,35
0.858333333,0.0,28.88888888888889,4,1,2018,3,35
1.125,0.0,28.88888888888889,4,1,2018,4,35
1.708333333,0.0,28.88888888888889,4,1,2018,5,45
3.666666667,0.0,28.88888888888889,4,1,2018,6,50
5.566666667,0.0,28.88888888888889,4,1,2018,7,50
5.933333333,0.0,28.88888888888889,4,1,2018,9,5
5.341666667,0.0,28.88888888888889,4,1,2018,10,10
5.275,0.0,28.88888888888889,4,1,2018,11,25
5.133333333,0.0,28.88888888888889,4,1,2018,12,40
4.991666667,0.0,28.88888888888889,4,1,2018,13,55
5.333333333,0.0,28.88888888888889,4,1,2018,15,10
5.916666667,0.0,28.88888888888889,4,1,2018,16,25
6.358333333,0.0,28.88888888888889,4,1,2018,17,35
7.116666667,0.0,28.88888888888889,4,1,2018,18,50
6.15,0.0,28.88888888888889,4,1,2018,20,0
5.075,0.0,28.88888888888889,4,1,2018,21,20
3.008333333,0.0,28.88888888888889,4,1,2018,22,30
1.275,0.0,28.88888888888889,4,1,2018,23,30
1.216666667,0.0,28.5,5,1,2018,0,30
1.05,0.0,28.5,5,1,2018,1,30
0.958333333,0.0,28.5,5,1,2018,2,30
0.791666667,0.0,28.5,5,1,2018,3,35
1.041666667,0.0,28.5,5,1,2018,4,35
1.216666667,0.0,28.5,5,1,2018,5,40
2.508333333,0.0,28.5,5,1,2018,6,45
3.025,0.0,28.5,5,1,2018,7,50
4.1,0.0,28.5,5,1,2018,9,10
5.041666667,0.0,28.5,5,1,2018,10,20
5.625,0.0,28.5,5,1,2018,11,25
5.683333333,0.0,28.5,5,1,2018,12,40
5.858333333,0.0,28.5,5,1,2018,13,50
5.458333333,0.0,28.5,5,1,2018,15,5
5.525,0.0,28.5,5,1,2018,16,10
5.658333333,0.0,28.5,5,1,2018,17,25
6.25,0.0,28.5,5,1,2018,18,40
5.2,0.0,28.5,5,1,2018,19,55
