traffic,precip,temp_f,mon,tues,wed,thu,fri,sat,sun,jan,feb,mar,apr,may,june,july,aug,sep,oct,nov,dec
0.094166667,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.105,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.079166667,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.0675,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.073333333,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.108333333,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.178333333,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.193333333,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.2575,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.324166667,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.379166667,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.438333333,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.433333333,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.414166667,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.4225,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.49,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.506666667,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.4575,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.3775,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.2325,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.1225,0,0.753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.080833333,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.078333333,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.081666667,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.105,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.106666667,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.170833333,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4625,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.630833333,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.555,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.505,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.48,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.473333333,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.451666667,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.508333333,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.521666667,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.614166667,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6525,0,0.778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
