year,mo,da,temp,min,max,prcp
2019,01,07,73.6,63.7,87.3,0.0
2019,01,16,78.8,71.1,86.7,0.0
2019,01,07,83.4,80.6,86.0,0.12
2019,01,16,80.0,73.4,85.1,99.99
2019,01,10,83.0,77.4,86.0,0.05
2019,01,09,75.6,57.2,93.2,0.03
2019,01,13,73.3,64.4,82.4,0.0
2019,01,26,72.0,59.0,83.3,0.0
2019,01,24,78.9,71.6,86.0,0.02
2019,01,14,81.3,73.4,91.8,0.0
2019,01,08,74.4,69.8,82.4,1.78
2019,01,25,82.0,73.2,89.6,0.0
2019,01,28,82.7,68.0,90.3,0.0
2019,01,29,84.0,74.7,91.4,0.0
2019,01,30,81.3,71.6,89.6,0.0
2019,01,31,81.6,70.5,90.0,0.0
2019,01,12,79.3,71.1,87.8,0.61
2019,01,12,84.3,72.7,95.4,0.0
2019,01,02,76.9,66.0,87.4,0.0
2019,01,19,82.7,72.3,92.7,0.0
2019,01,08,82.1,73.4,92.3,0.0
2019,01,07,80.7,70.7,91.8,0.0
2019,01,01,71.3,62.1,80.1,0.0
2019,01,11,83.3,72.5,94.1,0.0
2019,01,16,72.3,60.3,88.2,0.0
2019,01,19,71.4,56.8,87.8,0.0
2019,01,28,75.7,63.5,90.7,0.0
2019,01,11,82.5,70.7,93.2,0.0
2019,01,24,79.9,66.9,91.8,0.0
2019,01,06,83.5,74.5,92.5,0.0
2019,01,06,81.7,74.1,89.8,0.02
2019,01,14,79.5,68.5,91.4,0.0
2019,01,08,81.5,76.6,88.3,0.16
2019,01,21,81.7,73.4,87.8,0.0
2019,01,07,81.6,77.7,88.0,0.0
2019,01,20,82.6,73.8,92.3,0.0
2019,01,17,70.9,62.4,83.3,0.0
2019,01,02,81.9,71.6,87.1,0.0
2019,01,21,85.5,79.2,94.1,0.0
2019,01,23,80.7,72.5,90.3,0.0
2019,01,31,79.5,65.3,93.9,0.0
2019,01,07,82.6,71.8,91.6,0.0
2019,01,18,77.6,66.2,87.8,0.0
2019,01,15,81.6,77.9,87.8,0.0
2019,01,14,79.8,68.4,91.8,0.0
2019,01,20,81.9,73.4,93.2,0.0
2019,01,01,77.6,69.1,87.4,0.0
2019,01,09,82.0,74.8,91.2,0.0
2019,01,31,84.5,76.6,94.5,0.0
2019,01,05,80.2,72.5,90.1,0.0
2019,01,20,83.2,72.3,92.5,0.0
2019,01,14,77.9,66.2,90.5,0.0
2019,01,18,76.1,74.3,80.1,0.0
2019,01,31,80.0,73.4,87.8,0.01
2019,01,13,80.6,71.4,89.6,0.01
2019,01,11,83.1,71.8,93.2,0.0
2019,01,13,77.7,67.6,93.2,0.0
2019,01,19,71.4,59.7,86.4,0.0
2019,01,01,70.0,60.3,81.1,0.0
2019,01,03,73.1,61.5,81.9,0.0
2019,01,16,78.8,68.0,90.0,0.0
2019,01,14,80.9,73.0,90.7,0.06
2019,01,16,82.6,74.3,93.6,0.0
2019,01,20,81.3,74.8,86.5,0.0
2019,01,01,77.2,71.2,84.6,0.0
2019,01,28,78.3,68.2,90.1,0.0
2019,01,11,79.8,73.8,86.4,0.01
2019,01,05,80.5,77.2,84.2,99.99
2019,01,18,75.2,72.0,80.4,0.0
2019,01,29,76.8,63.7,90.1,0.0
2019,01,10,79.8,70.7,88.2,0.0
2019,01,14,62.1,55.6,70.2,0.0
2019,01,03,76.9,67.1,83.5,0.0
2019,01,03,74.8,65.5,86.4,0.0
2019,01,10,79.1,72.0,90.5,0.0
2019,01,11,79.9,72.7,90.5,0.0
2019,01,22,79.5,71.1,87.8,0.0
2019,01,26,78.0,68.0,89.6,0.0
2019,01,04,79.2,72.7,86.0,0.0
2019,01,27,74.3,63.5,87.3,0.0
2019,01,12,78.7,69.8,88.7,0.0
2019,01,19,80.9,74.5,90.3,0.0
2019,01,26,82.0,73.9,90.5,0.0
2019,01,30,83.5,78.3,91.0,0.0
2019,01,11,82.4,72.5,92.7,0.0
2019,01,20,78.1,66.9,91.4,0.0
2019,01,09,81.0,76.1,86.0,0.0
2019,01,28,80.1,72.0,91.4,0.01
2019,01,01,73.7,61.5,84.7,0.0
2019,01,06,70.8,64.4,77.9,0.0
2019,01,03,74.1,59.7,84.2,0.0
2019,01,04,76.3,64.4,85.1,0.0
2019,01,09,81.7,71.1,90.0,0.0
2019,01,14,84.4,70.9,95.5,0.0
2019,01,11,79.3,70.9,90.5,0.0
2019,01,24,74.1,61.7,89.1,0.0
2019,01,10,82.3,74.3,93.2,0.0
2019,01,17,81.1,73.2,85.6,0.1
2019,01,11,79.5,69.8,91.4,0.0
2019,01,23,80.2,68.0,92.3,0.0
2019,01,31,61.7,56.3,68.0,0.0
2019,01,28,80.4,75.6,85.6,0.0
2019,01,11,81.0,77.0,85.1,0.0
2019,01,21,79.4,70.2,87.4,0.0
2019,01,30,77.4,64.8,91.4,0.0
2019,01,21,81.1,73.0,90.9,0.0
2019,01,03,74.7,63.1,83.7,0.0
2019,01,05,78.2,69.4,86.5,0.0
2019,01,04,74.1,63.7,82.4,0.0
2019,01,06,79.4,67.8,90.1,0.0
2019,01,11,79.3,69.4,92.3,0.0
2019,01,31,79.0,67.1,91.9,0.0
2019,01,09,81.0,73.2,93.7,0.0
2019,01,07,81.7,72.7,93.2,0.0
2019,01,14,82.4,72.9,91.6,0.0
2019,01,31,82.3,68.7,93.6,0.0
2019,01,19,79.9,66.2,88.7,0.0
2019,01,25,79.2,72.3,86.4,0.0
2019,01,01,71.6,60.8,84.0,0.0
2019,01,01,76.2,68.4,85.5,0.0
2019,01,15,81.2,72.5,88.2,0.0
2019,01,31,83.1,78.1,89.6,0.0
2019,01,27,80.7,69.1,91.9,0.0
2019,01,01,75.3,65.8,86.4,0.0
2019,01,17,79.7,69.4,90.3,0.0
2019,01,19,78.1,68.4,89.2,0.0
2019,01,10,82.1,75.0,91.2,0.0
2019,01,19,80.4,70.9,90.5,0.0
2019,01,18,73.9,64.8,85.5,0.0
2019,01,17,83.8,74.8,91.8,0.0
2019,01,19,83.3,75.6,90.9,0.0
2019,01,29,80.6,68.5,93.6,0.0
2019,01,01,75.0,65.7,87.6,0.0
2019,01,28,74.5,59.9,86.5,0.0
2019,01,07,83.8,75.2,91.9,0.0
2019,01,12,82.0,70.7,95.9,0.0
2019,01,07,82.3,75.2,91.0,0.0
2019,01,21,81.4,72.3,88.3,0.02
2019,01,15,83.0,71.6,90.0,0.0
2019,01,28,75.2,63.1,86.4,0.0
2019,01,06,77.3,68.9,86.4,0.0
2019,01,30,82.1,69.8,90.7,0.0
2019,01,15,79.0,70.7,87.8,0.0
2019,01,02,74.5,67.3,85.8,0.0
2019,01,11,82.6,71.6,93.6,0.0
2019,01,23,61.3,52.7,69.8,0.0
2019,01,25,62.4,57.2,69.1,0.0
2019,01,06,81.6,75.2,92.1,0.0
2019,01,07,82.3,75.2,88.3,0.0
2019,01,19,76.1,63.5,87.4,0.0
2019,01,29,80.0,67.5,87.4,0.0
2019,01,25,80.5,68.9,91.6,0.0
2019,01,09,81.6,73.4,91.0,0.0
2019,01,02,77.9,72.1,85.1,0.0
2019,01,25,79.1,70.9,88.2,0.0
2019,01,26,77.1,70.3,85.5,0.0
2019,01,16,80.0,70.9,91.8,0.0
2019,01,31,74.6,60.8,86.9,0.0
2019,01,13,79.9,68.7,93.2,0.0
2019,01,06,78.8,71.1,87.8,0.0
2019,01,28,80.7,73.0,88.9,0.0
2019,01,08,83.0,73.0,92.8,0.0
2019,01,23,79.1,66.7,92.7,0.0
2019,01,18,80.4,72.5,89.6,0.04
2019,01,09,81.5,75.2,86.7,0.0
2019,01,23,76.9,66.9,91.8,0.0
2019,01,15,74.0,64.6,83.3,0.0
2019,01,24,75.4,62.4,88.0,0.0
2019,01,22,81.1,73.0,89.2,0.0
2019,01,28,81.6,74.3,89.1,0.0
2019,01,11,83.3,70.7,93.4,0.0
2019,01,23,73.6,62.8,85.1,0.0
2019,01,07,80.0,70.7,93.4,0.0
2019,01,25,81.8,75.6,83.1,0.0
2019,01,31,76.9,63.9,93.2,0.0
2019,01,25,79.0,71.2,87.4,0.0
2019,01,11,75.8,67.8,89.8,0.0
2019,01,26,79.4,68.5,89.1,0.0
2019,01,05,77.0,72.3,82.0,0.0
2019,01,26,68.2,52.7,84.6,0.0
2019,01,17,70.8,61.2,85.3,0.0
2019,01,31,77.2,61.9,92.5,0.0
2019,01,02,78.6,71.4,87.8,0.0
2019,01,07,83.3,74.1,93.0,0.0
2019,01,18,80.3,75.0,86.0,0.13
2019,01,16,80.6,73.8,87.4,0.0
2019,01,03,76.6,63.7,83.3,0.0
2019,01,02,70.7,60.8,81.9,0.0
2019,01,29,79.4,63.9,93.0,0.0
2019,01,28,72.8,60.3,90.7,0.0
2019,01,18,75.4,68.4,83.3,0.0
2019,01,18,75.5,64.8,86.0,0.0
2019,01,16,78.0,66.7,88.7,0.0
2019,01,26,77.6,67.1,87.8,0.0
2019,01,05,81.3,72.9,90.5,0.0
2019,01,12,82.1,73.9,91.0,0.0
2019,01,16,81.6,70.5,89.8,0.0
2019,01,25,77.4,67.3,89.8,0.0
2019,01,10,73.9,66.9,86.0,0.01
2019,01,02,75.0,64.9,87.1,0.0
2019,01,17,83.4,78.1,90.5,0.0
2019,01,27,59.5,56.5,66.7,0.0
2019,01,20,82.6,73.4,95.5,0.0
2019,01,30,80.9,72.9,89.4,0.0
2019,01,09,82.6,76.6,90.0,0.0
2019,01,25,80.3,68.5,91.2,0.0
2019,01,20,79.2,67.6,92.8,0.0
2019,01,20,78.3,67.5,90.5,0.0
2019,01,22,76.1,68.9,85.1,0.0
2019,01,07,77.5,67.6,91.4,0.0
2019,01,20,83.3,72.5,95.9,0.0
2019,01,30,82.2,69.1,95.0,0.0
2019,01,01,80.6,74.8,87.8,0.31
2019,01,02,75.1,67.1,85.3,0.0
2019,01,05,77.6,70.2,85.8,0.0
2019,01,16,79.7,69.8,90.5,0.0
2019,01,30,81.5,68.0,89.8,0.0
2019,01,03,70.4,60.4,83.7,0.0
2019,01,14,84.4,76.8,92.8,0.0
2019,01,29,76.8,61.2,93.2,0.0
2019,01,17,74.8,64.9,87.3,0.0
2019,01,16,76.7,67.5,86.9,0.0
2019,01,20,79.5,67.6,92.5,0.0
2019,01,23,80.9,73.8,88.5,0.02
2019,01,19,78.9,68.4,86.9,0.04
2019,01,29,76.4,64.0,87.8,0.0
2019,01,04,71.6,58.8,85.1,0.0
2019,01,07,80.8,72.1,89.2,0.0
2019,01,02,71.0,59.5,82.9,0.0
2019,01,31,72.0,56.3,89.2,0.0
2019,01,28,63.4,52.3,77.4,0.0
2019,01,21,82.5,71.4,90.5,0.0
2019,01,25,78.3,69.4,87.8,0.0
2019,01,06,84.8,75.9,92.8,0.54
2019,01,12,85.1,77.5,93.6,0.0
2019,01,14,80.2,73.4,91.0,0.04
2019,01,11,78.5,70.5,87.8,0.0
2019,01,13,78.8,73.8,84.2,0.49
2019,01,09,81.7,75.0,88.7,0.0
2019,01,26,76.8,68.5,87.8,0.0
2019,01,08,68.9,67.3,70.3,1.9
2019,01,15,78.3,68.4,89.6,0.0
2019,01,30,73.6,58.6,86.9,0.0
2019,01,30,78.5,61.2,93.9,0.0
2019,01,29,81.3,68.5,91.9,0.0
2019,01,03,73.5,64.8,83.7,0.0
2019,01,29,80.0,73.9,89.2,0.33
2019,01,27,76.4,65.3,88.7,0.0
2019,01,13,81.0,69.3,95.9,0.0
2019,01,02,76.5,67.6,86.5,0.0
2019,01,10,80.6,71.6,88.7,0.0
2019,01,31,80.9,73.8,89.6,0.0
2019,01,30,79.0,64.4,91.9,0.0
2019,01,30,79.1,68.2,92.5,0.0
2019,01,19,83.5,72.9,93.0,0.0
2019,01,29,69.1,54.9,87.8,0.0
2019,01,27,74.7,63.7,86.9,0.0
2019,01,05,79.4,67.5,90.1,0.0
2019,01,15,83.8,76.1,93.4,0.0
2019,01,05,73.8,65.7,86.0,0.0
2019,01,03,72.1,60.6,80.6,0.0
2019,01,22,73.2,63.5,85.6,0.0
2019,01,24,78.5,65.8,91.8,0.0
2019,01,29,76.6,64.0,90.9,0.0
2019,01,05,78.8,67.1,89.6,0.0
2019,01,21,83.0,71.4,95.0,0.0
2019,01,23,79.8,69.8,92.3,0.0
2019,01,22,70.2,60.3,82.4,0.0
2019,01,28,67.8,56.3,86.4,0.0
2019,01,11,84.0,77.5,92.3,0.0
2019,01,20,80.6,71.6,91.2,0.0
2019,01,20,76.5,64.8,92.3,0.0
2019,01,07,79.5,74.1,86.0,0.1
2019,01,16,74.1,66.2,87.3,0.2
2019,01,16,84.4,78.3,95.0,0.0
2019,01,11,83.0,75.2,91.8,0.0
2019,01,02,68.5,59.7,82.6,0.0
2019,01,21,81.6,70.2,94.5,0.0
2019,01,15,78.9,66.7,92.1,0.0
2019,01,08,83.1,74.3,92.3,0.0
2019,01,13,79.6,68.4,92.3,0.0
2019,01,22,75.1,63.7,89.2,0.0
2019,01,21,81.0,73.6,87.8,0.13
