traffic,precip,temp_f,mon,tues,wed,thu,fri,sat,sun,jan,feb,mar,apr,may,june,july,aug,sep,oct,nov,dec
5.0636363636363635,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.925,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.383333333333333,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.183333333333333,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.008333333333333,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1250000000000004,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.375,0.0,81.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.05,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0166666666666666,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9083333333333332,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8249999999999998,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8583333333333334,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8416666666666668,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.258333333333333,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.683333333333334,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.375,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.633333333333333,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.958333333333333,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.033333333333333,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.975,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.9,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.766666666666667,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.875,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.15,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.525000000000001,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.724999999999999,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.866666666666666,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.358333333333334,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.249999999999999,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.9166666666666665,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3583333333333334,0.0,83.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9416666666666668,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.05,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9583333333333335,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.125,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8583333333333335,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.6749999999999998,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.9,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.983333333333333,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.408333333333332,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.675,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.858333333333332,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.683333333333334,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.675000000000001,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.658333333333334,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.116666666666667,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.291666666666667,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.691666666666666,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.491666666666667,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.633333333333333,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.433333333333333,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.075,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.9749999999999996,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3583333333333334,0.0,85.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1333333333333333,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1500000000000001,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9666666666666668,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7833333333333335,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7333333333333334,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3916666666666666,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.3000000000000003,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.733333333333333,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.525,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.775,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5.6000000000000005,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.216666666666668,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.516666666666668,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.499999999999999,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.416666666666667,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.2749999999999995,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.2,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.508333333333334,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.708333333333332,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5.783333333333334,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.791666666666667,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.45,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.8833333333333335,0.0,83.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1500000000000001,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.2666666666666668,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0833333333333335,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.9916666666666667,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.7833333333333333,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.9166666666666667,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.15,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.408333333333333,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3.158333333333333,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3.9583333333333326,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4.8999999999999995,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.316666666666666,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.591666666666666,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.399999999999999,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.2749999999999995,0.0,83.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
