traffic,precip,temp,first_week,last_wk,mon,tue,wed,thu,fri,Sat,sun,jan,feb,mar,apr,may,june,july,aug,sep,oct,nov,dec
5.958333333,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.116666667,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.05,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5.816666667,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5.625,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.083333333,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.2,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5.666666667,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4.983333333,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4.616666667,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.875,0.254,29.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.925,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.533333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.25,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.183333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.033333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.208333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.725,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.35,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.125,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.733333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.3,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.533333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.7,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.583333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.5,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.408333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.9,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.25,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.866666667,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.108333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.733333333,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.991666667,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,0.1524,29.61111111111111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.616666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.591666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.683333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.291666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.783333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.883333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.433333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.208333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.391666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.141666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.808333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.566666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.383333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.575,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.566666667,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.508333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.3,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.825,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.975,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.925,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.3,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.608333333,0.9906,28.88888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.333333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.425,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.683333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.275,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.666666667,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.941666667,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.733333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.125,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.583333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.208333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.875,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.766666667,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.533333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.666666667,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.908333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.325,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.908333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.058333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.083333333,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.85,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.491666667,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.466666667,0.40640000000000004,29.444444444444443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.325,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.391666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.358333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.341666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.583333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.758333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.758333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.191666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.475,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.2,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.116666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.866666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.433333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.533333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.65,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.241666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.0,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.225,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.533333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.266666667,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.958333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.833333333,1.3970000000000002,29.444444444444443,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.533333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.541666667,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.35,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.458333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.416666667,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.016666667,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.008333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.45,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.8,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.341666667,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.216666667,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.95,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.875,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.05,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.033333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.3,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.225,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.45,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.608333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.883333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.866666667,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.983333333,253.97459999999998,30.11111111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.558333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.608333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.625,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.166666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.391666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.441666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.825,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.108333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.233333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.2,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.166666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.116666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.075,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.108333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.558333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.175,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.733333333,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.725,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.316666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.141666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.266666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.775,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.641666667,3.5052,28.277777777777782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.591666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.483333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.566666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.241666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.233333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.816666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.075,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.066666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4.083333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4.925,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.491666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.083333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.858333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.641666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.716666667,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.35,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.25,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.8,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.108333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4.525,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4.108333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.958333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.583333333,0.0,29.61111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.533333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.333333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.275,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.075,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.141666667,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.575,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.725,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.208333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.8,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.525,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.85,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.433333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.616666667,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.4,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.316666667,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.458333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.808333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.966666667,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.525,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.158333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.783333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.833333333,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.391666667,0.0,30.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.366666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.091666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.108333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.116666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.491666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.7,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.333333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.283333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.175,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.958333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.666666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.541666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.325,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.35,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.691666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.283333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.983333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.15,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.525,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.333333333,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.041666667,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.05,1.651,28.444444444444443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.55,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.708333333,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.408333333,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.233333333,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.658333333,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.908333333,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.2,0.050800000000000005,29.11111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
